poblacion,provincia
Almeida de Sayago,Castilla León
Almenar de Soria,Castilla León
Almenara de Adaja,Castilla León
Almenara de Tormes,Castilla León
Almendra,Castilla León
Alpanseque,Castilla León
Altable,Castilla León
Altos (Los),Castilla León
Amavida,Castilla León
Amayuelas de Arriba,Castilla León
Ameyugo,Castilla León
Ampudia,Castilla León
Amusco,Castilla León
Amusquillo,Castilla León
Anaya,Castilla León
Anaya de Alba,Castilla León
Andavías,Castilla León
Anguix,Castilla León
Antigua (La),Castilla León
Antigüedad,Castilla León
Arabayona de Mógica,Castilla León
Arahuetes,Castilla León
Arancón,Castilla León
Aranda de Duero,Castilla León
Arandilla,Castilla León
Arapiles,Castilla León
Arauzo de Miel,Castilla León
Arauzo de Salce,Castilla León
Arauzo de Torre,Castilla León
Arcediano,Castilla León
Arcenillas,Castilla León
Arco (El),Castilla León
Arconada,Castilla León
Arcones,Castilla León
Arcos,Castilla León
Arcos de Jalón,Castilla León
Arcos de la Polvorosa,Castilla León
Ardón,Castilla León
Arenal (El),Castilla León
Arenas de San Pedro,Castilla León
Arenillas,Castilla León
Arenillas de Riopisuerga,Castilla León
Arevalillo,Castilla León
Arevalillo de Cega,Castilla León
Arganza,Castilla León
Argañín,Castilla León
Argujillo,Castilla León
Arija,Castilla León
Arlanzón,Castilla León
Armenteros,Castilla León
Armuña,Castilla León
Arquillinos,Castilla León
Arrabalde,Castilla León
Arraya de Oca,Castilla León
Arroyo de la Encomienda,Castilla León
Arévalo,Castilla León
Arévalo de la Sierra,Castilla León
Aspariegos,Castilla León
Astorga,Castilla León
Astudillo,Castilla León
Asturianos,Castilla León
Atalaya (La),Castilla León
Atapuerca,Castilla León
Ataquines,Castilla León
Ausejo de la Sierra,Castilla León
Ausines (Los),Castilla León
Autilla del Pino,Castilla León
Autillo de Campos,Castilla León
Aveinte,Castilla León
Avellaneda,Castilla León
Avellanosa de Muñó,Castilla León
Ayllón,Castilla León
Ayoó de Vidriales,Castilla León
Ayuela,Castilla León
Añe,Castilla León
Añover de Tormes,Castilla León
Babilafuente,Castilla León
Bahabón,Castilla León
Bahabón de Esgueva,Castilla León
Balbases (Los),Castilla León
Balboa,Castilla León
Baltanás,Castilla León
Baquerín de Campos,Castilla León
Baraona,Castilla León
Barbadillo,Castilla León
Barbadillo de Herreros,Castilla León
Barbadillo del Mercado,Castilla León
Barbadillo del Pez,Castilla León
Barbalos,Castilla León
Barbolla,Castilla León
Barca,Castilla León
Barceo,Castilla León
Barcial de la Loma,Castilla León
Barcial del Barco,Castilla León
Barco de Ávila (El),Castilla León
Barcones,Castilla León
Barjas,Castilla León
Barraco (El),Castilla León
Barrio de Muñó,Castilla León
Barrios de Bureba (Los),Castilla León
Barrios de Colina,Castilla León
Barrios de Luna (Los),Castilla León
Barromán,Castilla León
Barruecopardo,Castilla León
Barruelo de Santullán,Castilla León
Barruelo del Valle,Castilla León
Basardilla,Castilla León
Basconcillos del Tozo,Castilla León
Bascuñana,Castilla León
Bastida (La),Castilla León
Bayubas de Abajo,Castilla León
Bayubas de Arriba,Castilla León
Bañeza (La),Castilla León
Bañobárez,Castilla León
Baños de Valdearados,Castilla León
Bañuelos de Bureba,Castilla León
Becedas,Castilla León
Becedillas,Castilla León
Becerril de Campos,Castilla León
Becilla de Valderaduey,Castilla León
Belbimbre,Castilla León
Beleña,Castilla León
Belmonte de Campos,Castilla León
Belorado,Castilla León
Belver de los Montes,Castilla León
Bembibre,Castilla León
Benafarces,Castilla León
Benavente,Castilla León
Benavides,Castilla León
Benegiles,Castilla León
Benuza,Castilla León
Beratón,Castilla León
Berberana,Castilla León
Bercero,Castilla León
Berceruelo,Castilla León
Bercial,Castilla León
Bercial de Zapardiel,Castilla León
Bercianos del Páramo,Castilla León
Bercianos del Real Camino,Castilla León
Bercimuel,Castilla León
Berlanas (Las),Castilla León
Berlanga de Duero,Castilla León
Berlanga del Bierzo,Castilla León
Berlangas de Roa,Castilla León
Bermellar,Castilla León
Bermillo de Sayago,Castilla León
Bernardos,Castilla León
Bernuy de Porreros,Castilla León
Bernuy-Zapardiel,Castilla León
Berrocal de Huebra,Castilla León
Berrocal de Salvatierra,Castilla León
Berrocalejo de Aragona,Castilla León
Berrueces,Castilla León
Berzosa de Bureba,Castilla León
Berzosilla,Castilla León
Blacos,Castilla León
Blascomillán,Castilla León
Blasconuño de Matacabras,Castilla León
Blascosancho,Castilla León
Bliecos,Castilla León
Boada,Castilla León
Boada de Campos,Castilla León
Boadilla de Rioseco,Castilla León
Boadilla del Camino,Castilla León
Bobadilla del Campo,Castilla León
Boca de Huérgano,Castilla León
Boceguillas,Castilla León
Bocigas,Castilla León
Bocos de Duero,Castilla León
Bodón (El),Castilla León
Boecillo,Castilla León
Bogajo,Castilla León
Bohodón (El),Castilla León
Bohoyo,Castilla León
Bolaños de Campos,Castilla León
Bonilla de la Sierra,Castilla León
Borjabad,Castilla León
Borobia,Castilla León
Borrenes,Castilla León
Bouza (La),Castilla León
Bozoó,Castilla León
Boñar,Castilla León
Brabos,Castilla León
Brahojos de Medina,Castilla León
Brazacorta,Castilla León
Brazuelo,Castilla León
Brañosera,Castilla León
Bretocino,Castilla León
Bretó,Castilla León
Brieva,Castilla León
Brime de Sog,Castilla León
Brime de Urz,Castilla León
Brincones,Castilla León
Briviesca,Castilla León
Buberos,Castilla León
Buenamadre,Castilla León
Buenavista,Castilla León
Buenavista de Valdavia,Castilla León
Bugedo,Castilla León
Buitrago,Castilla León
Bularros,Castilla León
Buniel,Castilla León
Burganes de Valverde,Castilla León
Burgo de Osma-Ciudad de Osma,Castilla León
Burgo Ranero (El),Castilla León
Burgohondo,Castilla León
Burgos,Castilla León
Burón,Castilla León
Bustillo de Chaves,Castilla León
Bustillo de la Vega,Castilla León
Bustillo del Oro,Castilla León
Bustillo del Páramo,Castilla León
Bustillo del Páramo de Carrión,Castilla León
Busto de Bureba,Castilla León
Bárcena de Campos,Castilla León
Báscones de Ojeda,Castilla León
Béjar,Castilla León
Bóveda de Toro (La),Castilla León
Bóveda del Río Almar,Castilla León
Cabaco (El),Castilla León
Caballar,Castilla León
Cabañas de Polendos,Castilla León
Cabañas de Sayago,Castilla León
Cabañas Raras,Castilla León
Cabañes de Esgueva,Castilla León
Cabeza de Béjar (La),Castilla León
Cabeza del Caballo,Castilla León
Cabezabellosa de la Calzada,Castilla León
Cabezas de Alambre,Castilla León
Cabezas del Pozo,Castilla León
Cabezas del Villar,Castilla León
Cabezuela,Castilla León
Cabezón de la Sierra,Castilla León
Cabezón de Pisuerga,Castilla León
Cabezón de Valderaduey,Castilla León
Cabizuela,Castilla León
Cabrejas del Campo,Castilla León
Cabrejas del Pinar,Castilla León
Cabrerizos,Castilla León
Cabreros del Monte,Castilla León
Cabreros del Río,Castilla León
Cabrillanes,Castilla León
Cabrillas,Castilla León
Cacabelos,Castilla León
Calabazas de Fuentidueña,Castilla León
Calahorra de Boedo,Castilla León
Calatañazor,Castilla León
Caleruega,Castilla León
Caltojar,Castilla León
Calvarrasa de Abajo,Castilla León
Calvarrasa de Arriba,Castilla León
Calzada de Béjar (La),Castilla León
Calzada de Don Diego,Castilla León
Calzada de los Molinos,Castilla León
Calzada de Valdunciel,Castilla León
Calzada del Coto,Castilla León
Calzadilla de Tera,Castilla León
Camarzana de Tera,Castilla León
Campaspero,Castilla León
Campazas,Castilla León
Campillo (El),Castilla León
Campillo de Aranda,Castilla León
Campillo de Azaba,Castilla León
Campo de Peñaranda (El),Castilla León
Campo de San Pedro,Castilla León
Campo de Villavidel,Castilla León
Campolara,Castilla León
Camponaraya,Castilla León
Camporredondo,Castilla León
Canalejas de Peñafiel,Castilla León
Canales,Castilla León
Candelario,Castilla León
Candeleda,Castilla León
Candilichera,Castilla León
Candín,Castilla León
Canicosa de la Sierra,Castilla León
Canillas de Abajo,Castilla León
Canillas de Esgueva,Castilla León
Cantabrana,Castilla León
Cantagallo,Castilla León
Cantalapiedra,Castilla León
Cantalejo,Castilla León
Cantalpino,Castilla León
Cantaracillo,Castilla León
Cantimpalos,Castilla León
Cantiveros,Castilla León
Capillas,Castilla León
Carabantes,Castilla León
Caracena,Castilla León
Carazo,Castilla León
Carbajales de Alba,Castilla León
Carbajosa de la Sagrada,Castilla León
Carbellino,Castilla León
Carbonero el Mayor,Castilla León
Carcedo de Bureba,Castilla León
Carcedo de Burgos,Castilla León
Cardeñadijo,Castilla León
Cardeñajimeno,Castilla León
Cardeñosa,Castilla León
Cardeñosa de Volpejera,Castilla León
Cardeñuela Riopico,Castilla León
Carpio,Castilla León
Carpio de Azaba,Castilla León
Carracedelo,Castilla León
Carrascal de Barregas,Castilla León
Carrascal del Obispo,Castilla León
Carrascal del Río,Castilla León
Carrascosa de Abajo,Castilla León
Carrascosa de la Sierra,Castilla León
Carrera (La),Castilla León
Carrias,Castilla León
Carrizo,Castilla León
Carrión de los Condes,Castilla León
Carrocera,Castilla León
Carucedo,Castilla León
Casafranca,Castilla León
Casarejos,Castilla León
Casas del Conde (Las),Castilla León
Casas del Puerto,Castilla León
Casaseca de Campeán,Castilla León
Casaseca de las Chanas,Castilla León
Casasola,Castilla León
Casasola de Arión,Castilla León
Casavieja,Castilla León
Cascajares de Bureba,Castilla León
Cascajares de la Sierra,Castilla León
Casillas,Castilla León
Casillas de Flores,Castilla León
Casla,Castilla León
Castellanos de Castro,Castilla León
Castellanos de Moriscos,Castilla León
Castellanos de Villiquera,Castilla León
Castellanos de Zapardiel,Castilla León
Castil de Peones,Castilla León
Castil de Vela,Castilla León
Castildelgado,Castilla León
Castilfalé,Castilla León
Castilfrío de la Sierra,Castilla León
Castillejo de Martín Viejo,Castilla León
Castillejo de Mesleón,Castilla León
Castillejo de Robledo,Castilla León
Castilruiz,Castilla León
Castraz,Castilla León
Castrejón de la Peña,Castilla León
Castrejón de Trabancos,Castilla León
Castrillo de Cabrera,Castilla León
Castrillo de Don Juan,Castilla León
Castrillo de Duero,Castilla León
Castrillo de la Guareña,Castilla León
Castrillo de la Reina,Castilla León
Castrillo de la Valduerna,Castilla León
Castrillo de la Vega,Castilla León
Castrillo de Onielo,Castilla León
Castrillo de Riopisuerga,Castilla León
Castrillo de Villavega,Castilla León
Castrillo del Val,Castilla León
Castrillo Matajudíos,Castilla León
Castrillo-Tejeriego,Castilla León
Castro de Fuentidueña,Castilla León
Castrobol,Castilla León
Castrocalbón,Castilla León
Castrocontrigo,Castilla León
Castrodeza,Castilla León
Castrogonzalo,Castilla León
Castrojeriz,Castilla León
Castrojimeno,Castilla León
Castromembibre,Castilla León
Castromocho,Castilla León
Castromonte,Castilla León
Castronuevo,Castilla León
Castronuevo de Esgueva,Castilla León
Castronuño,Castilla León
Castropodame,Castilla León
Castroponce,Castilla León
Castroserna de Abajo,Castilla León
Castroserracín,Castilla León
Castrotierra de Valmadrigal,Castilla León
Castroverde de Campos,Castilla León
Castroverde de Cerrato,Castilla León
Cavia,Castilla León
Cayuela,Castilla León
Cazurra,Castilla León
Cañamaque,Castilla León
Cañizal,Castilla León
Cañizo,Castilla León
Cea,Castilla León
Cebanico,Castilla León
Cebrecos,Castilla León
Cebreros,Castilla León
Cebrones del Río,Castilla León
Cedillo de la Torre,Castilla León
Ceinos de Campos,Castilla León
Celada del Camino,Castilla León
Centenera de Andaluz,Castilla León
Cepeda,Castilla León
Cepeda la Mora,Castilla León
Cerbón,Castilla León
Cereceda de la Sierra,Castilla León
Cerecinos de Campos,Castilla León
Cerecinos del Carrizal,Castilla León
Cerezal de Peñahorcada,Castilla León
Cerezo de Abajo,Castilla León
Cerezo de Arriba,Castilla León
Cerezo de Río Tirón,Castilla León
Cernadilla,Castilla León
Cerralbo,Castilla León
Cerratón de Juarros,Castilla León
Cerro (El),Castilla León
Cervatos de la Cueza,Castilla León
Cervera de Pisuerga,Castilla León
Cervillego de la Cruz,Castilla León
Cespedosa de Tormes,Castilla León
Cevico de la Torre,Castilla León
Cevico Navero,Castilla León
Chagarcía Medianero,Castilla León
Chamartín,Castilla León
Chañe,Castilla León
Chozas de Abajo,Castilla León
Ciadoncha,Castilla León
Cidones,Castilla León
Cigales,Castilla León
Cigudosa,Castilla León
Ciguñuela,Castilla León
Cihuela,Castilla León
Cillaperlata,Castilla León
Cilleros de la Bastida,Castilla León
Cilleruelo de Abajo,Castilla León
Cilleruelo de Arriba,Castilla León
Cilleruelo de San Mamés,Castilla León
Cillán,Castilla León
Cimanes de la Vega,Castilla León
Cimanes del Tejar,Castilla León
Cipérez,Castilla León
Ciria,Castilla León
Ciruelos de Cervera,Castilla León
Cirujales del Río,Castilla León
Cisla,Castilla León
Cisneros,Castilla León
Cistierna,Castilla León
Cistérniga,Castilla León
Ciudad Rodrigo,Castilla León
Cobos de Cerrato,Castilla León
Cobos de Fuentidueña,Castilla León
Cobreros,Castilla León
Coca,Castilla León
Coca de Alba,Castilla León
Codorniz,Castilla León
Cogeces de Íscar,Castilla León
Cogeces del Monte,Castilla León
Cogollos,Castilla León
Colilla (La),Castilla León
Collado de Contreras,Castilla León
Collado del Mirón,Castilla León
Collado Hermoso,Castilla León
Collazos de Boedo,Castilla León
Colmenar de Montemayor,Castilla León
Condado de Castilnovo,Castilla León
Condado de Treviño,Castilla León
Congosto,Castilla León
Congosto de Valdavia,Castilla León
Constanzana,Castilla León
Contreras,Castilla León
Coomonte,Castilla León
Corbillos de los Oteros,Castilla León
Corcos,Castilla León
Cordovilla,Castilla León
Cordovilla la Real,Castilla León
Coreses,Castilla León
Corral de Ayllón,Castilla León
Corrales,Castilla León
Corrales de Duero,Castilla León
Corullón,Castilla León
Coruña del Conde,Castilla León
Coscurita,Castilla León
Cotanes del Monte,Castilla León
Covaleda,Castilla León
Covarrubias,Castilla León
Cozuelos de Fuentidueña,Castilla León
Crespos,Castilla León
Cristóbal,Castilla León
Crémenes,Castilla León
Cuadros,Castilla León
Cubilla,Castilla León
Cubillas de Cerrato,Castilla León
Cubillas de los Oteros,Castilla León
Cubillas de Rueda,Castilla León
Cubillas de Santa Marta,Castilla León
Cubillo,Castilla León
Cubillo del Campo,Castilla León
Cubillos,Castilla León
Cubillos del Sil,Castilla León
Cubo de Benavente,Castilla León
Cubo de Bureba,Castilla León
Cubo de Don Sancho (El),Castilla León
Cubo de la Solana,Castilla León
Cubo de Tierra del Vino (El),Castilla León
Cuelgamures,Castilla León
Cuenca de Campos,Castilla León
Cueva de Roa (La),Castilla León
Cueva de Ágreda,Castilla León
Cuevas de Provanco,Castilla León
Cuevas de San Clemente,Castilla León
Cuevas del Valle,Castilla León
Curiel de Duero,Castilla León
Cuéllar,Castilla León
Cármenes,Castilla León
Dehesa de Montejo,Castilla León
Dehesa de Romanos,Castilla León
Destriana,Castilla León
Deza,Castilla León
Diego del Carpio,Castilla León
Dios le Guarde,Castilla León
Domingo García,Castilla León
Donhierro,Castilla León
Donjimeno,Castilla León
Donvidas,Castilla León
Doñinos de Ledesma,Castilla León
Doñinos de Salamanca,Castilla León
Dueñas,Castilla León
Duruelo,Castilla León
Duruelo de la Sierra,Castilla León
Dévanos,Castilla León
Ejeme,Castilla León
Encina (La),Castilla León
Encina de San Silvestre,Castilla León
Encinas,Castilla León
Encinas de Abajo,Castilla León
Encinas de Arriba,Castilla León
Encinas de Esgueva,Castilla León
Encinasola de los Comendadores,Castilla León
Encinedo,Castilla León
Encinillas,Castilla León
Encío,Castilla León
Endrinal,Castilla León
Entrala,Castilla León
Ercina (La),Castilla León
Escalona del Prado,Castilla León
Escarabajosa de Cabezas,Castilla León
Escobar de Campos,Castilla León
Escobar de Polendos,Castilla León
Escobosa de Almazán,Castilla León
Escurial de la Sierra,Castilla León
Esguevillas de Esgueva,Castilla León
Espadaña,Castilla León
Espadañedo,Castilla León
Espeja,Castilla León
Espeja de San Marcelino,Castilla León
Espejón,Castilla León
Espinar (El),Castilla León
Espino de la Orbada,Castilla León
Espinosa de Cerrato,Castilla León
Espinosa de Cervera,Castilla León
Espinosa de los Caballeros,Castilla León
Espinosa de los Monteros,Castilla León
Espinosa de Villagonzalo,Castilla León
Espinosa del Camino,Castilla León
Espirdo,Castilla León
Estepa de San Juan,Castilla León
Estépar,Castilla León
Fabero,Castilla León
Faramontanos de Tábara,Castilla León
Fariza,Castilla León
Fermoselle,Castilla León
Ferreras de Abajo,Castilla León
Ferreras de Arriba,Castilla León
Ferreruela,Castilla León
Figueruela de Arriba,Castilla León
Flores de Ávila,Castilla León
Florida de Liébana,Castilla León
Folgoso de la Ribera,Castilla León
Fombellida,Castilla León
Fompedraza,Castilla León
Fonfría,Castilla León
Fontihoyuelo,Castilla León
Fontioso,Castilla León
Fontiveros,Castilla León
Forfoleda,Castilla León
Frades de la Sierra,Castilla León
Frandovínez,Castilla León
Frechilla,Castilla León
Frechilla de Almazán,Castilla León
Fregeneda (La),Castilla León
Fresneda de Cuéllar,Castilla León
Fresneda de la Sierra Tirón,Castilla León
Fresnedilla,Castilla León
Fresnedoso,Castilla León
Fresneña,Castilla León
Fresnillo de las Dueñas,Castilla León
Fresno (El),Castilla León
Fresno Alhándiga,Castilla León
Fresno de Cantespino,Castilla León
Fresno de Caracena,Castilla León
Fresno de la Fuente,Castilla León
Fresno de la Polvorosa,Castilla León
Fresno de la Ribera,Castilla León
Fresno de la Vega,Castilla León
